"","player_name","player_api_id","overall_rating","gk_rating","numofappearences","numofleagues"
"6183","Lorik Cana",26171,76,59,133,3
"6184","Loris Benito",176680,70,61,70,2
"6185","Loris Brogno",256198,60,56,1,1
"6186","Loris Karius",287894,80,399,90,1
"6187","Loris Nery",210922,67,48,50,1
"6188","Loris Reina",37887,64,49,15,1
"6189","Lotem Zino",557354,59,45,2,1
"6190","Louis Laing",264686,64,57,24,1
"6191","Louis Moult",196865,61,60,22,1
"6192","Louis Nganioni",661897,68,58,8,1
"6193","Louis Poggi",311003,67,52,9,1
"6194","Louis Saha",30735,76,59,43,2
"6195","Loukas Vyntra",42312,72,49,72,1
"6196","Luan",179523,70,56,6,1
"6197","Luan",361380,65,35,27,1
"6198","Lubomir Guldan",72479,66,66,55,1
"6199","Luc Castaignos",189237,75,68,114,3
"6200","Luca Anania",41948,68,350,3,1
"6201","Luca Antei",293205,71,57,31,1
"6202","Luca Antonelli",46374,77,47,154,1
"6203","Luca Antonini",39549,69,46,91,1
"6204","Luca Ariatti",39200,62,54,37,1
"6205","Luca Belingheri",3377,68,46,1,1
"6206","Luca Bittante",415308,67,48,3,1
"6207","Luca Bucci",27666,63,326,1,1
"6208","Luca Caldirola",154245,74,47,80,2
"6209","Luca Castellazzi",27697,68,339,67,1
"6210","Luca Ceccarelli",129763,68,43,43,1
"6211","Luca Ceppitelli",190562,71,51,22,1
"6212","Luca Checchin",603464,62,52,1,1
"6213","Luca Cigarini",27671,76,50,170,2
"6214","Luca Di Matteo",114475,65,47,2,1
"6215","Luca Ferro",66902,59,288,56,1
"6216","Luca Garritano",362119,67,58,1,1
"6217","Luca Lezzerini",282059,62,312,1,1
"6218","Luca Marrone",182606,72,27,42,1
"6219","Luca Martinelli",189557,63,42,1,1
"6220","Luca Paganini",415501,65,42,21,1
"6221","Luca Radice",67360,58,55,49,1
"6222","Luca Rigoni",42651,73,56,206,1
"6223","Luca Rizzo",300683,71,41,22,1
"6224","Luca Rossettini",74009,74,25,171,1
"6225","Luca Siligardi",111794,73,56,31,1
"6226","Luca Tognozzi",39525,64,57,5,1
"6227","Luca Toni",30709,76,44,138,2
"6228","Luca Valzania",526241,61,35,2,1
"6229","Luca Veronese",215311,62,314,5,1
"6230","Luca Vigiani,22",39360,72,149,22,1
"6231","Luca Zuffi",114738,76,58,98,1
"6232","Luca-Milan Zander",536440,60,66,1,1
"6233","Lucas Akins",75416,61,52,3,1
"6234","Lucas Alfonso Orban",173427,77,65,44,2
"6235","Lucas Andersen",252969,73,51,34,1
"6236","Lucas Ariel Ocampos",357080,74,53,25,1
"6237","Lucas Armando Mareque",113599,71,60,39,1
"6238","Lucas Barrios",18576,75,65,54,2
"6239","Lucas Biglia",38393,81,52,178,2
"6240","Lucas Bijker",215369,67,42,78,1
"6241","Lucas Cueto",620061,58,52,2,1
"6242","Lucas Deaux",46755,74,48,73,2
"6243","Lucas Digne",210111,77,46,105,2
"6244","Lucas Evangelista",452269,71,59,1,1
"6245","Lucas Hernandez",504606,74,49,8,1
"6246","Lucas Hradecky",66757,75,374,34,1
"6247","Lucas Joao",361747,69,57,22,1
"6248","Lucas Leiva",95327,79,37,170,1
"6249","Lucas Matias Licht",37468,70,51,28,1
"6250","Lucas Mendes",149583,75,58,43,1
"6251","Lucas Moura",215299,81,54,67,1
"6252","Lucas Nahuel Castro",166509,75,42,64,1
"6253","Lucas Neill",30687,70,48,44,1
"6254","Lucas Perez",194660,79,50,42,1
"6255","Lucas Piazon",267380,73,49,29,3
"6256","Lucas Pratto",113769,79,59,3,1
"6257","Lucas Silva",346004,74,49,14,2
"6258","Lucas Souza",428063,67,51,56,2
"6259","Lucas Tousart",612277,62,67,1,1
"6260","Lucas van Eenoo",166670,66,51,89,1
"6261","Lucas Vazquez",359193,78,50,39,1
"6262","Lucas Wilchez",114672,73,49,1,1
"6263","Lucas Woudenberg",466832,67,43,30,1
"6264","Lucas",11285,78,50,8,1
"6265","Lucas",502812,57,48,36,1
"6266","Lucho Gonzalez",40964,77,50,141,2
"6267","Luciano Amaral",97495,66,53,31,1
"6268","Luciano Becchio",143710,67,47,2,1
"6269","Luciano Dario Vietto",294003,78,56,21,1
"6270","Luciano Dompig",62359,55,55,1,1
"6271","Luciano Narsingh",158581,75,46,116,1
"6272","Luciano Slagveer",303926,70,68,70,1
"6273","Luciano Zauri",39729,65,55,75,1
"6274","Luciano",164098,66,59,29,1
"6275","Luciano",36846,66,328,98,1
"6276","Lucien Aubey",26398,63,59,16,1
"6277","Lucio",39774,76,44,126,2
"6278","Ludcinio Marengo",243500,64,45,2,1
"6279","Ludovic Baal",40683,76,65,80,1
"6280","Ludovic Blas",693171,60,64,6,1
"6281","Ludovic Butelle",34003,74,363,42,2
"6282","Ludovic Buysens",178486,63,39,48,1
"6283","Ludovic Delporte",33867,64,42,1,1
"6284","Ludovic Genest",26045,64,70,1,1
"6285","Ludovic Giuly",32572,73,40,89,1
"6286","Ludovic Lamine Sane",179393,78,43,180,1
"6287","Ludovic Magnin",41559,65,40,76,2
"6288","Ludovic Obraniak",26195,73,48,128,2
"6289","Ludovic Sylvestre",37651,65,60,6,1
"6290","Ludovic",164107,65,59,19,1
"6291","Ludwig van Nieuwenhuyze",37893,66,46,46,1
"6292","Luigi Beghetto",22103,61,120,2,1
"6293","Luigi Bruins",37173,69,50,84,2
"6294","Luigi Giorgi",37537,67,53,54,1
"6295","Luigi Lavecchia",39390,68,121,3,1
"6296","Luigi Pieroni",26116,63,47,9,2
"6297","Luigi Sala",27700,65,62,2,1
"6298","Luigi Sepe",163255,73,355,31,1
"6299","Luigi Vaccaro",364826,62,54,8,1
"6300","Luigi Vitale",41350,67,57,33,1
"6301","Luis Advincula",190522,71,62,19,2
"6302","Luis Aguiar",74900,77,42,31,1
"6303","Luis Alberto",128045,70,68,83,1
"6304","Luis Alberto",198566,75,43,29,1
"6305","Luis Alfonso Henriquez",114827,65,50,106,1
"6306","Luis Aurelio",361337,69,57,26,1
"6307","Luis Boa Morte",30734,66,58,33,1
"6308","Luis Carlos",164134,68,130,11,1
"6309","Luis Carlos",280976,68,57,76,2
"6310","Luis Dias",186668,59,56,6,1
"6311","Luis Fabiano",34106,77,47,45,1
"6312","Luis Farina",183365,74,44,15,1
"6313","Luis Fernando Duarte Nunes,32",106286,66,48,33,1
"6314","Luis Figo",30696,78,148,11,1
"6315","Luis Filipe Pimenta",166585,53,68,1,1
"6316","Luis Filipe",42773,63,45,43,1
"6317","Luis Garcia",24852,70,51,131,1
"6318","Luis Garcia",30832,71,53,8,1
"6319","Luis Gustavo",361307,67,52,11,1
"6320","Luis Hernandez",384374,74,43,36,1
"6321","Luis Jimenez",39306,79,51,45,2
"6322","Luis Leal",211821,73,53,39,1
"6323","Luis Manuel",115495,67,46,48,1
"6324","Luis Maria Zwick",620136,60,307,13,1
"6325","Luis Martins",293074,71,50,38,2
"6326","Luis Moran",97334,63,65,46,1
"6327","Luis Muriel",196484,75,48,57,1
"6328","Luis Olim",11801,63,50,39,1
"6329","Luis Pedro Cavanda",185925,74,53,36,1
"6330","Luis Pedro Figueroa",79274,69,53,4,1
"6331","Luis Pedro",118433,67,53,6,1
"6332","Luis Pedro",306721,63,45,3,1
"6333","Luis Perea",33636,75,52,90,1
"6334","Luis Prieto",33022,65,49,47,1
"6335","Luis Rocha",375783,65,59,34,1
"6336","Luis Seijas",119542,72,71,22,1
"6337","Luis Silva",476945,66,53,27,1
"6338","Luis Suarez",40636,90,153,193,3
"6339","Luisao",30968,79,57,171,1
"6340","Luisinho",115519,74,49,75,2
"6341","Luisinho",181205,71,73,19,1
"6342","Luiz Adriano",47041,79,57,9,1
"6343","Luiz Carlos",121854,67,340,2,1
"6344","Luiz Carlos",185591,75,59,102,1
"6345","Luiz Gustavo",147729,83,52,198,1
"6346","Luka Djordjevic",356378,68,62,1,2
"6347","Luka Krajnc",237602,69,53,21,1
"6348","Luka Maric",273458,60,46,10,1
"6349","Luka Milivojevic",163616,74,56,3,1
"6350","Luka Modric",31097,87,52,224,2
"6351","Luka Tankulic",185300,58,47,6,1
"6352","Lukas Bielak",179071,60,53,33,1
"6353","Lukas Droppa",275992,63,42,20,1
"6354","Lukas Froede",620578,59,58,1,1
"6355","Lukas Haraslin",518628,63,63,8,1
"6356","Lukas Hinterseer",176831,72,47,18,1
"6357","Lukas Jarolim",22832,68,44,15,1
"6358","Lukas Jutkiewicz",27568,69,53,25,2
"6359","Lukas Kruse",37335,72,349,34,1
"6360","Lukas Marecek",114333,71,51,35,2
"6361","Lukas Podolski",32118,78,53,117,3
"6362","Lukas Raeder",355347,67,341,28,2
"6363","Lukas Rupp",182892,74,58,58,1
"6364","Lukas Schenkel",114789,58,38,82,1
"6365","Lukas Schmitz",184645,69,55,88,1
"6366","Lukas Sinkiewicz",30253,67,45,12,1
"6367","Lukas Zelenka",30404,68,144,8,1
"6368","Lukasz Boguslawski",277466,69,47,7,1
"6369","Lukasz Broz",68937,67,53,124,1
"6370","Lukasz Budzilek",206801,60,306,4,1
"6371","Lukasz Burliga",139895,64,46,105,1
"6372","Lukasz Fabianski",30973,78,392,102,1
"6373","Lukasz Gargula",39069,66,44,84,1
"6374","Lukasz Hanzel",118530,63,47,115,1
"6375","Lukasz Janoszka",68802,65,62,128,1
"6376","Lukasz Madej",13334,65,52,127,2
"6377","Lukasz Mierzejewski",13515,62,59,90,1
"6378","Lukasz Moneta",555650,57,49,2,1
"6379","Lukasz Piatek",69485,66,62,125,1
"6380","Lukasz Piszczek",13518,80,57,175,1
"6381","Lukasz Sierpina",229737,64,50,33,1
"6382","Lukasz Skorupski",178732,73,353,92,2
"6383","Lukasz Surma",30275,62,50,208,1
"6384","Lukasz Teodorczyk",206694,73,54,31,1
"6385","Lukasz Tralka",13449,70,66,189,1
"6386","Lukasz Tyminski",116872,58,63,69,1
"6387","Lukasz Zaluska",69259,67,335,66,2
"6388","Lukasz Zejdler",249059,58,62,15,1
"6389","Luke Garbutt",191132,69,54,3,1
"6390","Luke Johnston",438787,51,46,1,1
"6391","Luke Moore",23788,67,53,8,1
"6392","Luke Shaw",362694,78,49,77,1
"6393","Luke Varney",22959,66,60,17,1
"6394","Luke Watt",609711,53,57,6,1
"6395","Luke Wilkshire",35628,70,57,16,1
"6396","Luke Young",30357,69,51,95,1
"6397","Lukman Haruna",166630,69,67,29,1
"6398","Lulinha",171995,68,51,2,1
"6399","Luso",213714,71,61,16,1
"6400","Luuk de Jong",150201,78,53,146,3
"6401","Luwagga Kizito",395114,63,50,1,1
"6402","Lyle Taylor",156937,64,60,14,1
"6403","Lynel Kitambala",97699,66,56,31,2
"6404","Lynneeker",667970,57,50,1,1
"6405","Maarten Martens",41463,73,51,82,2
"6406","Maarten Stekelenburg",30841,76,383,147,4
"6407","Macedo Novaes",140951,65,332,22,1
"6408","Maceo Rigters",26628,63,52,20,1
"6409","Maciej Dabrowski",118822,68,52,75,1
"6410","Maciej Gajos",361714,71,40,78,1
"6411","Maciej Gostomski",69594,66,326,39,1
"6412","Maciej Iwanski",69346,62,57,114,1
"6413","Maciej Jankowski",206844,62,55,82,1
"6414","Maciej Korzym",13383,62,58,102,1
"6415","Maciej Kostrzewa",277905,56,53,9,1
"6416","Maciej Krakowiak",432411,59,294,4,1
"6417","Maciej Makuszewski",206829,66,46,87,2
"6418","Maciej Malkowski,24",95533,62,48,121,1
"6419","Maciej Manka",206668,57,57,6,1
"6420","Maciej Mielcarz",13473,62,307,90,1
"6421","Maciej Sadlok",68796,66,53,136,1
"6422","Maciej Szmatiuk",93261,60,50,131,1
"6423","Maciej Urbanczyk",502648,62,54,10,1
"6424","Maciej Wilusz",150239,66,66,55,1
"6425","Madjid Bougherra",31257,78,57,80,1
"6426","Mads Albaek",112935,72,52,25,1
"6427","Mads Junker",26612,68,58,81,2
"6428","Mady Saidou Panandetiguiri",38295,64,51,20,1
"6429","Maeel Lepicier",181574,65,36,41,1
"6430","Magaye Gueye",158962,68,50,10,2
"6431","Magique",304356,64,45,18,1
"6432","Magnus Eriksson",105610,67,54,1,1
"6433","Magnus Wolff Eikrem",185389,71,54,11,2
"6434","Mahamadou Diarra",37259,75,54,39,3
"6435","Mahamadou Dissa",37945,63,115,28,1
"6436","Mahamadou Habib Habibou",38419,70,45,59,2
"6437","Mahamadou N'Diaye",214899,69,35,39,1
"6438","Mahamadou Samassa",37254,71,353,19,2
"6439","Mahamadou-Naby Sarr",409816,66,50,9,2
"6440","Mahamane Traore",94318,72,52,56,1
"6441","Mahir Saglik",37048,68,66,3,1
"6442","Mahmoud Dahoud",469701,73,53,27,1
"6443","Mahmoud Kahraba",481722,68,54,14,1
"6444","Maicon",150041,79,56,120,1
"6445","Maicon",34305,77,46,167,2
"6446","Maicosuel",31614,73,53,35,2
"6447","Maik Franz",36076,69,55,68,1
"6448","Maik Taylor",23813,66,326,2,1
"6449","Maikel Aerts",42710,69,340,39,1
"6450","Maikel Kieftenbeld",147600,70,48,132,1
"6451","Maikel van der Werff",112477,72,49,75,1
"6452","Maka Mary",165608,64,54,8,1
"6453","Makelele",128148,67,41,46,1
"6454","Makoto Hasebe",30530,74,56,172,1
"6455","Maksymilian Rogalski",116885,63,54,67,1
"6456","Malaury Martin",41100,69,48,10,1
"6457","Malcom",535603,71,53,4,1
"6458","Malik Fathi",27331,69,52,46,1
"6459","Mamadou Ba",361013,63,321,1,1
"6460","Mamadou Bagayoko",130738,66,42,22,1
"6461","Mamadou Bagayoko",41117,71,37,39,1
"6462","Mamadou Bah",94328,67,47,2,1
"6463","Mamadou Diallo",26282,62,46,7,1
"6464","Mamadou Djikine",164151,64,56,29,1
"6465","Mamadou Kone",292771,67,55,2,1
"6466","Mamadou N'Diaye",546034,61,50,1,1
"6467","Mamadou Niang",25515,67,44,43,1
"6468","Mamadou Sakho",94043,81,50,183,2
"6469","Mamadou Samassa",156664,71,353,28,1
"6470","Mamadou Sylla",629579,68,53,1,1
"6471","Mamadou Wague",164678,67,50,1,1
"6472","Mamady Sidibe",23314,63,32,23,1
"6473","Mame Baba Thiam",299358,71,56,21,1
"6474","Mame Biram Diouf",72735,77,5,74,2
"6475","Mamoutou N'Diaye",166179,66,61,33,1
"6476","Mana Dembele",154856,66,51,5,1
"6477","Manasse Enza-Yamissi",157376,64,40,17,1
"6478","Mancini",39349,72,41,11,1
"6479","Mane",37622,70,55,140,1
"6480","Maniche",38492,75,48,56,3
"6481","Mannaseh Ishiaku",37984,66,55,13,2
"6482","Mano",45316,73,57,112,1
"6483","Manoel",211917,64,51,4,1
"6484","Manolo Gabbiadini",172899,78,44,71,1
"6485","Manolo Gaspar,28",37488,63,47,28,1
"6486","Manolo Reina",114762,68,341,18,1
"6487","Manu del Moral",37474,72,61,121,1
"6488","Manu Fernandez",96651,68,344,15,1
"6489","Manu Herrera",101983,73,362,35,1
"6490","Manu Lanzarote",280920,72,40,5,1
"6491","Manu Molina",213490,64,46,1,1
"6492","Manu Torres",163236,62,48,20,1
"6493","Manu",40973,69,38,63,2
"6494","Manucho",111975,76,54,39,2
"6495","Manuel Akanji",521318,53,47,5,1
"6496","Manuel Almunia",23686,71,360,69,1
"6497","Manuel Arana",97319,71,58,43,1
"6498","Manuel Arboleda",74827,65,51,81,1
"6499","Manuel Belleri",25581,67,121,7,1
"6500","Manuel Benson",536457,60,62,1,1
"6501","Manuel Castro Pavon",102614,66,48,12,1
"6502","Manuel Coppola",41754,65,48,20,1
"6503","Manuel Curto",164135,61,44,46,3
"6504","Manuel da Costa",39658,74,48,43,3
"6505","Manuel Fernandes",38701,79,61,33,1
"6506","Manuel Friedrich",27492,73,51,111,1
"6507","Manuel Giandonato",192574,64,56,4,1
"6508","Manuel Gulde",178800,69,57,2,1
"6509","Manuel Iturra",49866,74,57,104,3
"6510","Manuel Jose",70513,69,53,104,1
"6511","Manuel Lanzini",210276,78,51,23,1
"6512","Manuel Lara Martinez,26",37970,64,50,26,1
"6513","Manuel Lillo Castellano",150735,72,47,35,1
"6514","Manuel Lucena",213912,64,53,4,1
"6515","Manuel Neuer",27299,90,440,255,1
"6516","Manuel Pablo",33756,67,61,117,1
"6517","Manuel Pamic",103882,66,50,2,1
"6518","Manuel Pascali",102777,62,42,190,1
"6519","Manuel Pasqual",24536,72,37,183,1
"6520","Manuel Pucciarelli",282723,73,38,41,1
"6521","Manuel Rivera",66895,55,57,19,1
"6522","Manuel Salz",36343,63,315,3,1
"6523","Manuel Schmiedebach",36186,75,62,151,1
"6524","Manuel Silas",5192,72,41,52,1
"6525","Manuel Sutter,19",202669,59,55,16,1
"6526","Manuel Trigueros",268282,80,50,75,1
"6527","Manuel Victor",38471,68,64,19,1
"6528","Manuele Blasi",41887,64,33,59,1
"6529","Maor Bar Buzaglo",45205,68,43,11,1
"6530","Maor Melikson",14521,73,54,79,2
"6531","Mapou Yanga-Mbiwa",93985,78,47,199,3
"6532","Marafona",164316,70,352,66,1
"6533","Marama Vahirua",26300,73,54,40,1
"6534","Maranhao",209556,66,42,3,1
"6535","Marat Izmailov",3204,73,53,38,1
"6536","Marc Albrighton",139671,75,61,92,1
"6537","Marc Bartra",195305,80,58,37,1
"6538","Marc Bertran",21450,69,52,96,1
"6539","Marc Crosas",97236,70,59,28,1
"6540","Marc Fitzpatrick",32836,59,61,36,1
"6541","Marc Hendrikx",37841,61,46,13,1
"6542","Marc Hoecher",26656,66,59,26,1
"6543","Marc Janko",23148,74,54,52,3
"6544","Marc Klok",469277,56,53,4,1
"6545","Marc McAusland",109786,61,55,148,1
"6546","Marc McCallum",289118,57,284,1,1
"6547","Marc Muniesa",173382,75,67,33,1
"6548","Marc Pfertzel",27607,63,54,41,1
"6549","Marc Pfitzner",109087,67,55,6,1
"6550","Marc Planus",26119,70,58,131,1
"6551","Marc Pugh",24381,71,60,15,1
"6552","Marc Schneider",25812,61,42,47,1
"6553","Marc Stein",37332,64,38,41,1
"6554","Marc Stendera",355357,75,53,48,1
"6555","Marc Tierney",23727,66,45,18,1
"6556","Marc Torrejon Moya",37879,73,50,111,2
"6557","Marc Valiente",41166,74,53,57,1
"6558","Marc van de Maarel",121642,69,42,151,1
"6559","Marc Vidal",180284,64,326,2,1
"6560","Marc Vucinovic",164494,64,58,3,1
"6561","Marc Wagemakers",38347,63,45,48,1
"6562","Marc Wilson",47418,73,49,161,1
"6563","Marc Zellweger",25793,56,135,27,1
"6564","Marc Ziegler",36054,70,345,6,1
"6565","Marc-Andre Kruska",27364,65,55,6,1
"6566","Marc-Andre ter Stegen",184554,82,409,114,2
"6567","Marc-Antoine Fortune",26494,64,53,63,3
"6568","Marc-Oliver Kempf",355356,71,57,13,1
"6569","Marcel Appiah",200743,65,54,17,1
"6570","Marcel Buechel",192842,71,29,18,1
"6571","Marcel Correia",166932,71,53,16,1
"6572","Marcel De Jong",45464,66,45,67,2
"6573","Marcel Eger",26953,64,51,4,1
"6574","Marcel Gecov",22831,65,60,21,2
"6575","Marcel Heller",36554,74,63,38,1
"6576","Marcel Herzog",25779,60,296,29,1
"6577","Marcel Maltritz",39892,68,57,57,1
"6578","Marcel MBayo,25",12099,62,46,25,1
"6579","Marcel Meeuwis",45466,66,45,76,2
"6580","Marcel Ndjeng",36057,68,71,44,1
"6581","Marcel Risse",127945,75,51,93,1
"6582","Marcel Ritzmaier",179115,68,48,43,1
"6583","Marcel Schaefer",37317,75,53,181,1
"6584","Marcel Schmelzer",94685,78,56,188,1
"6585","Marcel Seip",38618,60,48,31,1
"6586","Marcel Stutter",352395,60,52,6,1
"6587","Marcel Tisserand",466357,72,63,51,1
"6588","Marcelinho",38502,67,40,13,1
"6589","Marcell Jansen",30987,76,37,134,1
"6590","Marcello Castellini",41242,69,104,10,1
"6591","Marcello Gazzola",96532,66,48,40,1
"6592","Marcello Trotta",282278,68,61,1,1
"6593","Marcelo Boeck",19434,71,348,36,1
"6594","Marcelo Brozovic",206508,78,50,38,1
"6595","Marcelo Diaz",49847,74,10,60,3
"6596","Marcelo Estigarribia",68436,73,63,69,2
"6597","Marcelo Goiano",474736,72,56,53,1
"6598","Marcelo Jose Bordon",27301,82,141,49,1
"6599","Marcelo Jose Oliveira",71352,71,57,55,1
"6600","Marcelo Larrondo",165624,72,49,15,1
"6601","Marcelo Lipatin",42353,63,103,2,1
"6602","Marcelo Moreno",96481,75,52,7,1
"6603","Marcelo Moretto",40976,68,331,26,2
"6604","Marcelo Pereira Bruno",11836,66,139,29,1
"6605","Marcelo Silva",20325,71,45,22,1
"6606","Marcelo Toscano",148955,73,67,46,1
"6607","Marcelo Valverde",277693,66,336,14,1
"6608","Marcelo Zalayeta",24624,71,51,30,1
"6609","Marcelo",280350,77,46,91,1
"6610","Marcelo",28467,83,36,218,1
"6611","Marcelo",78908,75,62,204,3
"6612","Marciano Bruma",184618,64,49,44,2
"6613","Marcin Budzinski",150809,66,49,102,1
"6614","Marcin Cebula",407970,57,46,14,1
"6615","Marcin Flis",429871,57,58,6,1
"6616","Marcin Kaczmarek",69227,61,51,114,1
"6617","Marcin Kalkowski",242306,65,49,8,1
"6618","Marcin Kaminski",189190,68,42,123,1
"6619","Marcin Kikut",13486,62,39,68,1
"6620","Marcin Kus",33807,61,45,18,1
"6621","Marcin Listkowski",645704,60,67,10,1
"6622","Marcin Malinowski",13405,64,52,158,1
"6623","Marcin Mieciel",30272,62,38,29,2
"6624","Marcin Pietrowski",69043,64,51,121,1
"6625","Marcin Robak",69229,70,51,35,1
"6626","Marcin Trojanowski",355101,52,48,2,1
"6627","Marcin Urynowicz",656342,53,53,2,1
"6628","Marcin Wasilewski",13423,72,49,84,2
"6629","Marcin Wodecki",116756,60,51,49,1
"6630","Marcinho",22545,73,51,24,1
"6631","Marcio Mossoro",23675,74,62,86,1
"6632","Marcio Nascimento Rozario",167412,69,40,41,1
"6633","Marcio Paiva",150077,66,326,19,1
"6634","Marcis Oss",310659,56,42,2,1
"6635","Marco Amelia",30713,70,347,88,1
"6636","Marco Andreolli",181984,77,47,95,2
"6637","Marco Aratore",176298,63,41,29,1
"6638","Marco Asensio",498033,75,50,30,1
"6639","Marco Baixinho",185798,70,52,21,1
"6640","Marco Benassi",362113,75,49,57,1
"6641","Marco Bernacci",41958,68,52,1,1
"6642","Marco Biagianti",56992,68,44,131,1
"6643","Marco Bizot",195782,71,345,68,2
"6644","Marco Borriello",39447,74,42,84,1
"6645","Marco Buerki",320183,56,51,39,1
"6646","Marco Calderoni",155273,67,54,1,1
"6647","Marco Caligiuri",25628,71,47,63,1
"6648","Marco Caneira",34021,72,43,15,1
"6649","Marco Capuano",215723,71,50,35,1
"6650","Marco Cassetti",31938,69,42,73,1
"6651","Marco Crimi",202650,66,59,12,1
"6652","Marco D'Alessandro",182836,69,51,20,1
"6653","Marco Da Silva",215411,56,33,15,1
"6654","Marco Davide Faraoni",109338,69,59,12,1
"6655","Marco Di Loreto",38943,73,150,17,1
"6656","Marco Di Vaio",32749,74,53,87,1
"6657","Marco Donadel",24502,70,56,77,1
"6658","Marco Engelhardt",33686,66,51,10,1
"6659","Marco Estrada",49851,69,63,72,1
"6660","Marco Fabian",111897,73,61,9,1
"6661","Marco Franin",458810,53,42,3,1
"6662","Marco Haemmerli,24",42253,58,57,24,1
"6663","Marco Hoeger",190796,77,60,69,1
"6664","Marco Ilaimaharitra",496285,63,56,4,1
"6665","Marco Kehl-Gomez",274778,62,52,5,1
"6666","Marco Kurth",37733,62,46,8,1
"6667","Marco Malago",24440,61,48,13,1
"6668","Marco Mangold",66995,49,55,1,1
"6669","Marco Marchionni",35643,69,49,115,1
"6670","Marco Materazzi",30716,76,51,21,1
"6671","Marco Mathys",66934,63,58,80,1
"6672","Marco Matias",40946,77,55,52,1
"6673","Marco Motta",27720,70,17,89,1
"6674","Marco Natanel Torsiglieri",157869,73,57,39,2
"6675","Marco Padalino",8881,64,56,38,2
"6676","Marco Paixao",179817,69,52,43,2
"6677","Marco Pappa",111199,70,52,1,1
"6678","Marco Parolo",73999,80,44,198,1
"6679","Marco Paulo",11752,61,131,2,1
"6680","Marco Perez",8780,69,47,1,1
"6681","Marco Pisano",33413,63,33,24,1
"6682","Marco Ramos",40011,62,44,29,1
"6683","Marco Reus",129944,86,61,184,1
"6684","Marco Rigoni",41394,68,49,44,1
"6685","Marco Ritzberger",37811,53,116,13,1
"6686","Marco Rojas",184610,71,44,26,1
"6687","Marco Rossi",25338,68,55,56,1
"6688","Marco Rossi",41760,73,40,116,1
"6689","Marco Ruben",18628,76,47,57,2
"6690","Marco Russ",27475,75,52,202,1
"6691","Marco Sailer",29340,66,49,3,1
"6692","Marco Sangalli",478391,66,50,1,1
"6693","Marco Sau",79253,73,15,55,1
"6694","Marco Schneuwly",34082,68,52,111,1
"6695","Marco Schoenbaechler",78410,71,66,121,1
"6696","Marco Silvestri",165952,69,338,3,1
"6697","Marco Soares",98385,63,50,31,1
"6698","Marco Sportiello",212630,78,388,76,1
"6699","Marco Storari",27615,75,370,68,1
"6700","Marco Streller",36025,71,52,112,1
"6701","Marco Thaler",528188,52,45,22,1
"6702","Marco van Duin",109650,60,295,3,1
"6703","Marco van Ginkel",199291,75,58,115,3
"6704","Marco Verratti",190972,84,64,85,1
"6705","Marco Woelfli",25947,65,333,174,1
"6706","Marco Zambelli",41640,68,60,38,1
"6707","Marco Zoro",30959,63,54,17,1
"6708","Marcos Aguirre",18395,65,45,5,1
"6709","Marcos Alonso",196169,75,50,70,2
"6710","Marcos Angeleri",18520,76,48,59,1
"6711","Marcos Antonio",113976,67,55,15,2
"6712","Marcos Camozzato",47411,67,52,58,1
"6713","Marcos Ceara",20482,72,50,94,1
"6714","Marcos De Paula",74410,62,48,5,1
"6715","Marcos Gelabert",42232,64,62,47,1
"6716","Marcos Gullon",183184,66,53,21,2
"6717","Marcos Lopes",435669,73,56,23,1
"6718","Marcos Paulo",145020,69,50,91,1
"6719","Marcos Rojo",161035,78,52,84,2
"6720","Marcos Senna",30958,75,59,90,1
"6721","Marcos Tebar",75306,68,45,16,1
"6722","Marcos Vinicius",498295,63,54,2,1
"6723","Marcos",101041,66,43,11,1
"6724","Marcus Andreasson",37529,62,68,2,1
"6725","Marcus Berg",39141,78,51,45,2
"6726","Marcus Diniz",155268,66,48,20,2
"6727","Marcus Fraser",294863,59,44,46,1
"6728","Marcus Haber",195585,60,46,11,1
"6729","Marcus Hahnemann",30669,65,321,39,1
"6730","Marcus Nilsson",58491,66,62,13,1
"6731","Marcus Olsson",119273,69,62,10,1
"6732","Marcus Pedersen",41171,69,49,7,1
"6733","Marcus Rashford",696365,69,53,7,1
"6734","Marcus Regis Coco",606491,64,47,22,1
"6735","Marek Cech",25922,70,37,32,3
"6736","Marek Hamsik",41658,82,46,255,1
"6737","Marek Jankulovski",30870,72,66,39,1
"6738","Marek Mintal",27440,67,40,15,1
"6739","Marek Saganowski",36640,65,58,44,1
"6740","Marek Sokolowski",69252,57,53,132,1
"6741","Marek Suchy",22834,78,62,79,1
"6742","Marek Szyndrowski",69254,60,60,99,1
"6743","Marek Wasiluk",69261,63,67,70,1
"6744","Marek Zienczuk",30278,64,68,125,1
"6745","Marian Kelemen",75579,65,323,107,2
"6746","Marian Kello",148483,64,309,114,1
"6747","Marian Sarr",423631,66,51,2,1
"6748","Mariano Andujar",39415,74,362,160,1
"6749","Mariano Angel Paglialunga",113702,66,60,1,1
"6750","Mariano Bogliacino",41309,73,57,33,1
"6751","Mariano Damian Barbosa",38467,75,378,3,1
"6752","Mariano Gonzalez",38932,70,55,23,1
"6753","Mariano Julio Izco",39267,74,52,157,1
"6754","Mariano Pavone",18164,70,61,5,1
"6755","Mariano Pernia",34103,72,142,25,1
"6756","Mariano",122047,77,56,138,2
"6757","Marin Jakolis",466623,56,46,1,1
"6758","Marinho",112801,70,53,108,1
