"","player_name","player_api_id","overall_rating","gk_rating","numofappearences","numofleagues"
"3134","Fabian Delph",78324,77,50,105,1
"3135","Fabian Ernst",30251,78,57,12,1
"3136","Fabian Frei",95228,75,60,176,2
"3137","Fabian Giefer",114963,73,353,42,1
"3138","Fabian Holland",310355,70,58,21,1
"3139","Fabian Johnson",37357,78,51,126,1
"3140","Fabian Lustenberger",42297,75,54,106,1
"3141","Fabian Monzon",115297,69,61,60,3
"3142","Fabian Orellana",49836,80,65,124,1
"3143","Fabian Pawela",13225,61,53,24,1
"3144","Fabian Rinaudo",156793,74,66,49,2
"3145","Fabian Schaer",189982,77,53,91,2
"3146","Fabian Vargas",6853,68,54,18,1
"3147","Fabian Yantorno",56816,63,50,1,1
"3148","Fabian",605654,70,60,6,1
"3149","Fabiano Oliveira",114671,64,128,4,1
"3150","Fabiano Santacroce",41666,67,54,62,1
"3151","Fabiano",124127,74,373,64,1
"3152","Fabiano",34580,65,53,1,1
"3153","Fabien Audard",40709,69,343,178,1
"3154","Fabien Boyer",317937,60,56,8,1
"3155","Fabien Camus",38435,74,51,104,2
"3156","Fabien Laurenti",26141,63,53,29,1
"3157","Fabien Lemoine",94323,76,55,217,1
"3158","Fabien Robert",95513,65,54,6,1
"3159","Fabien Tchenkoua",354475,64,56,3,1
"3160","Fabinho",359188,78,47,90,1
"3161","Fabio Aurelio",34222,69,48,35,1
"3162","Fabio Borini",184822,75,43,63,2
"3163","Fabio Cannavaro",34520,82,142,56,2
"3164","Fabio Cardoso",361751,71,56,36,1
"3165","Fabio Caserta",39701,67,49,44,1
"3166","Fabio Celestini",30468,75,141,36,1
"3167","Fabio Ceravolo",39502,69,54,13,1
"3168","Fabio Coentrao",29590,80,65,103,3
"3169","Fabio Coltorti",41708,71,354,50,2
"3170","Fabio Daprela",113239,67,40,30,3
"3171","Fabio Ervoes",164141,69,47,5,1
"3172","Fabio Espinho",181357,71,59,39,1
"3173","Fabio Faria",150313,68,54,32,1
"3174","Fabio Felicio",37417,68,48,4,1
"3175","Fabio Firmani",25588,69,44,8,1
"3176","Fabio Francesco Sciacca",121286,63,38,9,1
"3177","Fabio Galante",27605,68,123,5,1
"3178","Fabio Grosso",34320,72,50,63,2
"3179","Fabio Liverani",31288,75,60,55,1
"3180","Fabio Martins",388522,72,53,6,1
"3181","Fabio Morena",26956,64,35,7,1
"3182","Fabio Nunes",195809,65,57,14,1
"3183","Fabio Pacheco",98361,70,58,29,1
"3184","Fabio Quagliarella",39540,78,26,124,1
"3185","Fabio Rochemback",24169,73,46,8,1
"3186","Fabio Santos",163976,62,51,2,1
"3187","Fabio Simplicio",33337,75,63,83,1
"3188","Fabio",150176,73,54,35,1
"3189","Fabionn Lopes Patrick",19353,64,46,33,1
"3190","Fabri",47566,75,376,49,1
"3191","Fabrice Abriel",40725,64,35,117,1
"3192","Fabrice Begeorgi",40021,64,64,5,1
"3193","Fabrice Ehret",34045,63,47,93,2
"3194","Fabrice Muamba",35532,76,64,118,1
"3195","Fabrice N'Sakala",154867,70,55,42,2
"3196","Fabrice Olinga",363363,66,53,5,1
"3197","Fabrice Pancrate",26312,67,52,2,1
"3198","Fabricio Coloccini",30929,77,63,211,1
"3199","Fabricio",166872,69,46,1,1
"3200","Fabris Fokobo",361316,68,56,2,1
"3201","Fabrizio Alastra",670927,56,281,1,1
"3202","Fabrizio Cacciatore",22283,72,47,73,1
"3203","Fabrizio Grillo",39397,65,64,1,1
"3204","Fabrizio Miccoli",32747,81,55,88,1
"3205","Fabrizio Zambrella",41669,63,52,45,1
"3206","Facundo Bertoglio",170344,67,47,4,1
"3207","Facundo Parra",103941,69,57,2,1
"3208","Facundo Sebastian Roncaglia",113318,75,65,108,2
"3209","Fagner",20446,72,42,24,1
"3210","Fahd Aktaou",393720,60,50,19,1
"3211","Fahid Ben Khalfallah",93317,71,58,92,1
"3212","Fakhreddine Ben Youssef",422281,62,63,2,1
"3213","Fakhreddine Galbi",150761,57,128,4,1
"3214","Fallou Diagne",147614,74,55,90,2
"3215","Fanol Perdedaj",178770,68,63,6,1
"3216","Faouzi Ghoulam",187017,78,48,142,2
"3217","Fares Bahlouli",445868,70,44,3,1
"3218","Farid El Alagui",279855,61,52,1,1
"3219","Faris Haroun",38786,65,48,69,1
"3220","Farshad Noor",467494,65,60,11,1
"3221","Faryd Mondragon",26173,72,352,75,1
"3222","Fatih Atik",33114,54,57,18,1
"3223","Faton Toski",41034,62,66,10,1
"3224","Fausto Rossi",143795,72,85,41,1
"3225","Fausto Rossini",39272,64,108,3,1
"3226","Faycal Fajr",279173,76,62,68,2
"3227","Faycal Rherras",466480,64,49,26,1
"3228","Faysel Kasmi",512033,66,48,19,1
"3229","Fazli Kocabas",181051,60,49,9,1
"3230","Fede Vico",244136,70,60,11,2
"3231","Federico Agliardi",27658,68,335,38,1
"3232","Federico Almerares",18644,66,60,23,1
"3233","Federico Balzaretti",24622,71,35,162,1
"3234","Federico Barba",365624,71,51,24,2
"3235","Federico Bernardeschi",414245,77,64,26,1
"3236","Federico Casarini",150388,66,43,41,1
"3237","Federico Ceccherini",244816,70,51,32,1
"3238","Federico Di Francesco",438507,67,42,5,1
"3239","Federico Dionisi",181921,72,42,32,2
"3240","Federico Fazio",95509,77,54,135,2
"3241","Federico Fernandez",155050,78,63,106,3
"3242","Federico Macheda",165709,70,55,3,2
"3243","Federico Marchetti",39599,79,386,209,1
"3244","Federico Mattiello",528439,71,34,3,1
"3245","Federico Nicolas Cartabia",474680,74,50,55,1
"3246","Federico Peluso",41497,73,28,136,1
"3247","Federico Piovaccari",42524,69,45,10,1
"3248","Federico Ricca",522203,70,48,7,1
"3249","Federico Santander",127207,71,52,10,1
"3250","Federico Viviani",251384,73,53,19,1
"3251","Fedor Smolov",118508,76,66,5,1
"3252","Fejsal Mulic",601304,58,51,1,1
"3253","Felice Natalino",213744,63,59,1,1
"3254","Felipe Anderson",230190,79,43,39,1
"3255","Felipe Augusto",717248,64,59,4,1
"3256","Felipe Caicedo",41622,78,45,62,3
"3257","Felipe Gedoz",315459,73,59,21,1
"3258","Felipe Gutierrez",188533,73,52,75,1
"3259","Felipe Mattioni Rohde",127370,69,59,20,1
"3260","Felipe Melo",33888,79,51,106,1
"3261","Felipe Menezes",80181,69,53,4,1
"3262","Felipe Morais",33697,64,50,29,1
"3263","Felipe Pardo",101434,78,53,37,1
"3264","Felipe Saad",103691,65,50,19,1
"3265","Felipe Santana",20396,74,39,80,1
"3266","Felipe Seymour",49897,66,50,21,1
"3267","Felipe",101201,72,55,97,2
"3268","Felipe",129462,73,70,52,2
"3269","Felipe",171981,77,382,12,1
"3270","Felipe",27719,73,39,139,1
"3271","Felitciano Zschusschen",427984,64,51,1,1
"3272","Felix Bastians",23587,72,51,96,2
"3273","Felix Klaus",237541,72,40,69,1
"3274","Felix Kroos",164259,71,57,37,1
"3275","Felix Passlack",637753,62,56,1,1
"3276","Felix Platte",614212,63,67,2,1
"3277","Felix Wiedwald",177953,75,366,43,1
"3278","Fellipe Bastos",145583,69,63,2,1
"3279","Femi Balogun",478418,64,56,20,1
"3280","Ferdinando Coppola",42390,67,333,30,1
"3281","Ferdinando Sforzini",42017,66,34,6,1
"3282","Ferebory Dore",195263,64,45,7,1
"3283","Ferhan Hasani",253410,69,46,1,1
"3284","Ferid Matri",458808,56,50,1,1
"3285","Ferjani Sassi",505866,66,51,12,1
"3286","Fernandez Aitor Tornavaca,29",38035,63,45,29,1
"3287","Fernandinho",40196,80,48,85,1
"3288","Fernando Alexandre",150024,69,59,174,1
"3289","Fernando Amorebieta",37604,72,55,135,2
"3290","Fernando Aristeguieta",211146,69,48,3,1
"3291","Fernando Belluschi",36154,76,52,63,2
"3292","Fernando Canesin Matos",265123,72,61,74,1
"3293","Fernando Cardozo",11827,68,50,25,1
"3294","Fernando Cavenaghi",40710,74,44,42,2
"3295","Fernando Damian Tissone",39198,75,54,117,2
"3296","Fernando Ferreira",356068,68,54,30,1
"3297","Fernando Gago",18814,76,49,74,2
"3298","Fernando Lewis",293360,62,51,12,1
"3299","Fernando Llorente",33030,80,13,134,2
"3300","Fernando Marcal",304014,74,55,96,1
"3301","Fernando Marquez",68411,69,55,18,2
"3302","Fernando Martin Forestieri",47563,75,39,4,1
"3303","Fernando Meira",30852,76,48,12,1
"3304","Fernando Morientes",34231,78,131,6,2
"3305","Fernando Muslera",56829,82,404,87,1
"3306","Fernando Navarro",33848,75,45,227,1
"3307","Fernando Neto",477475,62,40,4,1
"3308","Fernando Quesada",520349,63,48,1,1
"3309","Fernando Russi",120148,63,41,1,1
"3310","Fernando Soriano",11555,72,46,110,1
"3311","Fernando Torres",30853,79,54,107,3
"3312","Fernando Uribe",183547,71,57,1,1
"3313","Fernando Varela",163665,65,48,38,1
"3314","Fernando Varela",37491,65,42,42,1
"3315","Fernando Vega",37426,66,60,31,1
"3316","Fernando",101103,78,5,164,2
"3317","Fernando",175646,77,52,34,1
"3318","Fernando",24612,69,54,43,1
"3319","Fernando",39962,72,53,85,2
"3320","Ferne Snoyl",42705,65,52,10,1
"3321","Ferran Corominas",33773,74,62,71,1
"3322","Ferreira de Matos Alonso",18552,71,56,55,1
"3323","Ferreira Delson,28",11865,65,59,28,1
"3324","Ferreira Gomes Paulo Sergio,22",45355,66,47,22,1
"3325","Ferreira",11795,61,126,12,1
"3326","Ferreira",267720,67,44,35,1
"3327","Ferry de Regt",45888,63,50,56,1
"3328","Fethi Harek",93332,64,71,51,1
"3329","Fidan Aliti",521203,53,47,11,1
"3330","Fidel",202610,72,59,37,1
"3331","Fidelis",67364,66,49,12,1
"3332","Filip Bednarek",243490,62,315,5,1
"3333","Filip Burkhardt",13483,58,44,28,1
"3334","Filip Daems",27412,73,52,167,2
"3335","Filip Djordjevic",106292,76,48,45,2
"3336","Filip Djuricic",178538,75,48,95,5
"3337","Filip Helander",287337,73,56,21,1
"3338","Filip Jagiello",502931,57,54,1,1
"3339","Filip Kiss",176718,64,52,38,1
"3340","Filip Kostic",281012,79,64,64,2
"3341","Filip Krovinovic",443518,68,47,4,1
"3342","Filip Kurto",206809,66,325,109,2
"3343","Filip Luksik",118346,62,53,21,2
"3344","Filip Malbasic",280476,63,51,2,1
"3345","Filip Markovic",387723,65,51,15,1
"3346","Filip Mladenovic",259439,70,61,10,1
"3347","Filip Modelski",281840,67,55,67,1
"3348","Filip Sebo",39670,65,124,5,1
"3349","Filip Starzynski",287341,69,56,93,2
"3350","Filip Trojan",39846,66,41,3,1
"3351","Filip Twardzik",213184,62,59,4,1
"3352","Filipe Anunciacao",42368,64,63,92,1
"3353","Filipe Augusto",319975,73,52,44,2
"3354","Filipe Brigues",164771,58,67,1,1
"3355","Filipe Ferreira",476766,71,57,72,1
"3356","Filipe Goncalves",149949,69,60,72,1
"3357","Filipe Luis",41167,82,49,222,2
"3358","Filipe Melo",185703,69,54,17,1
"3359","Filipe Mendes",96844,62,309,3,1
"3360","Filipe Oliveira",23986,65,46,19,1
"3361","Filipe",45701,55,45,1,1
"3362","Filipp Rudik",80194,60,48,6,1
"3363","Filippo Antonelli",41355,65,61,1,1
"3364","Filippo Falco",244970,64,50,1,1
"3365","Filippo Inzaghi",30729,73,52,14,1
"3366","Filippo Porcari",74305,70,47,33,1
"3367","Fin Bartels",35852,74,51,70,1
"3368","Fiodor Cernych",206901,64,41,39,1
"3369","Fitz Hall",33931,66,55,11,1
"3370","Flavien La Postollec",26078,66,55,46,1
"3371","Flavio Meireles",11897,70,60,28,1
"3372","Flavio Nunes Ferreira",181203,74,52,49,2
"3373","Flavio Paixao",179818,69,63,98,2
"3374","Flavio Roma",26215,67,327,5,1
"3375","Flavio",31031,67,53,1,1
"3376","Florent Balmont",26291,75,54,239,1
"3377","Florent Chaigneau",41195,66,343,14,1
"3378","Florent Ghisolfi",11317,64,46,4,1
"3379","Florent Hadergjonaj",492132,69,52,58,1
"3380","Florent Hanin",210423,68,52,38,3
"3381","Florent Malouda",30679,72,54,96,2
"3382","Florent Sinama-Pongolle",38700,68,47,36,4
"3383","Florent Stevance",466501,64,59,4,1
"3384","Florent Zitte",360156,58,49,2,1
"3385","Florentin Pogba",188465,76,48,33,1
"3386","Florian Bague",93341,63,324,1,1
"3387","Florian Berisha",42149,48,46,4,1
"3388","Florian Boucansaud",26412,70,147,14,1
"3389","Florian Bruns",35883,66,63,11,1
"3390","Florian Dick",37379,69,53,59,1
"3391","Florian Fromlowitz",27518,65,321,56,1
"3392","Florian Grillitsch",617044,68,53,23,1
"3393","Florian Hartherz",291015,67,56,19,1
"3394","Florian Heller",37731,65,39,33,1
"3395","Florian Jarjat",33444,61,51,25,1
"3396","Florian Jozefzoon",277597,71,56,43,1
"3397","Florian Julien",303355,54,54,1,1
"3398","Florian Jungwirth",94876,68,47,16,1
"3399","Florian Kamberi",610359,54,51,10,1
"3400","Florian Klein",45272,73,48,50,1
"3401","Florian Kringe",27363,66,43,32,1
"3402","Florian Lechner",26955,63,47,9,1
"3403","Florian Lejeune",184521,73,60,8,1
"3404","Florian Marange",26118,69,58,99,1
"3405","Florian Niederlechner",276760,72,60,1,1
"3406","Florian Raspentino",277439,68,52,39,1
"3407","Florian Stahel",25813,62,5,163,1
"3408","Florian Thauvin",254308,76,52,96,2
"3409","Florian Trinks",212879,66,46,8,1
"3410","Floriano Vanzo",362187,62,47,11,1
"3411","Floribert Ngalula",24149,60,52,15,1
"3412","Florin Andone",599425,72,46,10,1
"3413","Florin Bejan",351055,60,49,4,1
"3414","Florin Berenguer",179798,70,55,10,1
"3415","Florin Gardos",215245,73,61,5,1
"3416","Floyd Ayite",131991,75,57,87,1
"3417","Fode Mansare",25659,70,45,17,1
"3418","Fodie Traore",198278,54,54,1,1
"3419","Formose Mendy",287689,62,54,5,1
"3420","Formose Mendy",489501,64,56,17,1
"3421","Fouad Idabdelhay",102725,65,50,16,1
"3422","Fouad Rachid",215412,62,55,2,1
"3423","Foued Kadir",102699,73,60,95,2
"3424","Fousseni Diawara",26346,64,50,39,1
"3425","Fousseyni Cisse",179403,54,39,6,2
"3426","Fraizer Campbell",24157,71,60,55,1
"3427","Fran Merida",105827,71,46,8,2
"3428","Fran Rico",282713,75,51,84,1
"3429","Fran Serrano",518664,60,56,1,1
"3430","Francelino Matuzalem",41629,73,48,92,1
"3431","Francesco Acerbi",73024,79,53,103,1
"3432","Francesco Antonioli",41243,74,362,98,1
"3433","Francesco Arnau",33826,67,339,20,1
"3434","Francesco Bardi",181920,74,363,48,1
"3435","Francesco Bega",41437,67,51,25,1
"3436","Francesco Benussi",27558,71,351,69,1
"3437","Francesco Bolzoni",40656,71,58,36,1
"3438","Francesco Caputo",155254,69,53,4,1
"3439","Francesco Cozza",39557,74,149,18,1
"3440","Francesco Della Rocca",41841,69,60,58,1
"3441","Francesco Fedato",364108,68,61,1,1
"3442","Francesco Lodi",41694,73,49,142,1
"3443","Francesco Lunardini",73034,58,52,7,1
"3444","Francesco Magnanelli",74034,76,43,90,1
"3445","Francesco Marianini",39298,64,47,10,1
"3446","Francesco Migliore",166554,66,59,11,1
"3447","Francesco Modesto",27680,63,55,77,1
"3448","Francesco Montervino",41337,71,138,6,1
"3449","Francesco Parravicini",39429,63,40,5,1
"3450","Francesco Pisano",24414,71,25,144,1
"3451","Francesco Pratali",24492,66,56,24,1
"3452","Francesco Renzetti",41735,72,44,21,1
"3453","Francesco Ruberto",462944,59,291,8,1
"3454","Francesco Scardina",25479,63,51,11,1
"3455","Francesco Tavano",37457,71,54,29,1
"3456","Francesco Toldo",30281,76,382,2,1
"3457","Francesco Totti",30714,79,53,147,1
"3458","Francesco Valiani",42433,69,61,120,1
"3459","Francis Coquelin",159594,79,51,71,3
"3460","Francis Dickoh",37753,63,67,50,3
"3461","Francis Jeffers",34170,60,51,6,1
"3462","Francis N'Ganga",46458,70,65,61,2
"3463","Francisco Afonso",746419,59,42,2,1
"3464","Francisco Alcacer",241825,80,53,49,1
"3465","Francisco Casilla",40672,80,406,113,1
"3466","Francisco Chica",45440,72,45,124,1
"3467","Francisco Farinos",38475,69,59,29,1
"3468","Francisco Javier Casquero",37471,70,45,90,1
"3469","Francisco Javier Martos",33605,70,60,85,1
"3470","Francisco Maldonado",37425,63,50,15,1
"3471","Francisco Molinero",38064,72,54,15,1
"3472","Francisco Munoz Xisco,18",33668,64,51,18,1
"3473","Francisco Navarro Yeste",30277,77,47,36,1
"3474","Francisco Pavon",41464,68,56,37,2
"3475","Francisco Portillo",193226,75,64,57,1
"3476","Francisco Rodriguez",543288,67,44,14,1
"3477","Francisco Rufete",37455,67,64,11,1
"3478","Francisco Sandaza",133997,68,60,37,1
"3479","Francisco Sutil",150831,62,60,4,1
"3480","Francisco Velez",199839,69,52,18,1
"3481","Franck Beria",26107,73,47,177,1
"3482","Franck Berrier",131531,72,50,127,1
"3483","Franck Dja Djedje",41177,67,49,47,1
"3484","Franck Etoundi",194532,68,53,36,1
"3485","Franck Hery",466294,59,52,3,1
"3486","Franck Honorat",501543,61,61,2,1
"3487","Franck Jurietti",32571,72,136,17,1
"3488","Franck Queudrue",35531,63,49,14,2
"3489","Franck Ribery",30924,86,47,138,1
"3490","Franck Signorino",26264,70,46,110,2
"3491","Franck Tabanou",145070,76,59,182,1
"3492","Franco Brienza",27663,75,37,122,1
"3493","Franco Costanzo",34485,65,320,64,1
"3494","Franco Daniel Jara",129326,73,58,32,2
"3495","Franco Di Santo",49825,77,46,98,2
"3496","Franco Miranda,22",35612,65,148,22,1
"3497","Franco Semioli",24453,66,50,44,1
"3498","Franco Signorelli",212644,68,60,4,1
"3499","Franco Sosa",23075,70,44,40,1
"3500","Franco Vazquez",270774,80,58,84,2
"3501","Franco Zennaro",200633,58,52,4,1
"3502","Franco Zuculini",178802,70,47,27,3
"3503","Francois Affolter",150007,64,59,160,2
"3504","Francois Bellugou",46712,70,48,46,1
"3505","Francois Clerc",26162,72,51,160,1
"3506","Francois D'Onofrio",239594,61,43,3,1
"3507","Francois Kamano",564856,71,59,34,1
"3508","Francois Marque",95227,62,52,14,2
"3509","Francois Marquet",447455,64,53,26,1
"3510","Francois Modesto",26216,73,60,137,1
"3511","Francois Moubandje",195706,71,59,91,2
"3512","Frank Acheampong",309083,73,62,25,1
"3513","Frank Adu Kwame",429847,64,53,31,1
"3514","Frank Baumann",30252,76,137,27,1
"3515","Frank Boeckx",37854,68,347,24,1
"3516","Frank Demouge",45830,66,44,67,1
"3517","Frank Fahrenhorst",35607,67,59,19,1
"3518","Frank Feltscher",95226,61,51,99,1
"3519","Frank Lampard",30631,77,59,173,1
"3520","Frank Nouble",181229,64,47,1,1
"3521","Frank Olijve",160955,62,51,1,1
"3522","Frank Rost",25524,74,371,98,1
"3523","Frank van der Struijk",26708,67,52,149,1
"3524","Frank van Kouwen",45882,64,58,29,1
"3525","Frank van Mosselveld",26709,61,49,49,1
"3526","Frano Mlinar",210952,61,45,12,1
"3527","Fransergio",174853,73,34,46,1
"3528","Frantisek Kubik",209377,65,62,15,1
"3529","Frantisek Rajtoral",69833,73,51,7,1
"3530","Franz Burgmeier",37257,58,58,24,1
"3531","Fraser Forster",95336,76,385,188,2
"3532","Fraser Fyvie",182193,63,53,44,1
"3533","Fraser Kerr",244525,60,41,35,1
"3534","Fraser Mullen",300527,55,43,10,1
"3535","Frazer Richardson",23069,62,58,2,1
"3536","Frazer Wright",23151,65,54,184,1
"3537","Fred Benson",26605,65,48,53,2
"3538","Fred",131406,68,61,3,1
"3539","Fred",30995,77,38,11,1
"3540","Freddie Sears",118390,70,58,12,1
"3541","Freddy Adu",70320,68,56,1,1
"3542","Freddy Mombongo-Dues",5468,61,48,4,1
"3543","Freddy Mveng",189918,55,54,25,1
"3544","Frederic Biancalani",26231,69,48,20,1
"3545","Frederic Bulot",191583,70,54,71,2
"3546","Frederic Da Rocha",26265,68,128,50,1
"3547","Frederic Duplus",157860,65,52,9,1
"3548","Frederic Dupre",39594,64,142,20,1
"3549","Frederic Gounongbe",346651,70,56,21,1
"3550","Frederic Guilbert",612747,68,58,30,1
"3551","Frederic Herpoel",38252,68,341,7,1
"3552","Frederic Jay",39156,62,137,11,1
"3553","Frederic Kanoute",33989,76,47,58,1
"3554","Frederic Maciel",658657,65,57,5,1
"3555","Frederic Mendy",195500,70,47,13,1
"3556","Frederic Nimani",40762,66,54,11,1
"3557","Frederic Page",38626,58,47,103,1
"3558","Frederic Piquionne",26347,65,57,42,2
"3559","Frederic Sammaritano",143752,71,54,34,1
"3560","Frederic Schaub",67396,42,105,6,1
"3561","Frederic Thomas",39995,66,71,59,1
"3562","Frederic Veseli",282287,61,64,33,1
"3563","Frederico Venancio",361379,72,57,84,1
"3564","Frederik Boi",37051,62,46,77,1
"3565","Frederik Frans",149174,65,61,61,2
"3566","Frederik Soerensen",231753,74,56,71,2
"3567","Fredric Brillant",149334,66,64,68,1
"3568","Fredric Loehe",78279,58,286,1,1
"3569","Fredrik Ljungberg",30624,74,37,1,1
"3570","Fredrik Stenman",30824,66,55,89,2
"3571","Fredrik Ulvestad",180283,68,58,1,1
"3572","Fredy Guarin",41199,80,66,118,2
"3573","Fredy Hinestroza",323438,72,50,19,1
"3574","Fredy Montero",74077,77,51,43,1
"3575","Fredy",45376,70,56,38,1
"3576","Freek Heerkens",101586,65,65,16,1
"3577","Freire",178461,65,43,35,1
"3578","Fulvio Sulmoni",67304,57,46,76,1
"3579","Funso Ojo",171786,68,62,74,2
"3580","Furdjel Narsingh",150248,68,55,39,1
"3581","Fwayo Tembo",207235,67,63,17,1
"3582","Fynn Arkenberg",748432,58,46,2,1
"3583","Gabi",33635,81,43,230,1
"3584","Gabor Babos",26510,66,322,107,1
"3585","Gabor Horvath",72420,66,48,44,1
"3586","Gabri",35680,60,43,32,2
"3587","Gabriel Agbonlahor",23264,74,45,161,1
"3588","Gabriel Boschilia",535938,67,48,4,2
"3589","Gabriel Gomez",50373,67,50,32,1
"3590","Gabriel Heinze",30670,74,46,107,3
"3591","Gabriel Milito",30891,79,40,17,1
"3592","Gabriel Moura",477470,69,50,59,1
"3593","Gabriel Obertan",39968,69,56,41,2
"3594","Gabriel Paletta",40621,77,55,153,1
"3595","Gabriel Paulista",177503,78,58,57,2
"3596","Gabriel Penalba",39233,74,46,2,1
"3597","Gabriel Silva",202341,70,43,72,1
"3598","Gabriel Tamas",37428,68,47,36,1
"3599","Gabriel Torje",103424,74,61,44,2
"3600","Gabriel",257757,56,45,15,1
"3601","Gabriel",265273,74,361,7,1
"3602","Gabriele Aldegani",41807,61,302,1,1
"3603","Gabriele Angella",155260,73,60,12,1
"3604","Gabriele Perico",41478,69,15,70,1
"3605","Gaby Jallo",178541,62,56,19,1
"3606","Gaby Mudingayi",25595,69,50,124,1
"3607","Gadji Tallo",213319,70,62,27,1
"3608","Gael Angoula",277384,64,71,25,1
"3609","Gael Bigirimana",212416,63,56,3,1
"3610","Gael Clichy",31291,79,47,193,1
"3611","Gael Danic",40758,68,51,189,1
"3612","Gael Genevier",11671,64,49,4,1
"3613","Gael Germany",179774,63,47,16,1
"3614","Gael Givet",30739,65,58,98,2
"3615","Gael Kakuta",163205,76,53,61,4
"3616","Gael Nlundulu",199253,56,48,2,1
"3617","Gaetan Bong",26222,73,57,95,1
"3618","Gaetan Bussmann",426873,73,63,44,2
"3619","Gaetan Charbonnier",159839,68,59,61,1
"3620","Gaetan Courtet",245287,69,62,19,1
"3621","Gaetan Hendrickx",561611,63,57,6,1
"3622","Gaetan Karlen",263693,61,64,8,1
"3623","Gaetan Krebs",36552,66,72,5,1
"3624","Gaetano Berardi",41652,70,60,46,1
"3625","Gaetano D'Agostino",39644,66,50,97,1
"3626","Gaetano Letizia",414856,72,56,33,1
"3627","Gaetano Masucci",74044,63,61,1,1
"3628","Gaetano Monachello",400957,66,68,2,1
"3629","Gaizka Toquero",150832,70,50,66,1
"3630","Gal Alberman",14533,71,156,14,1
"3631","Gal Shish",105695,64,53,16,1
"3632","Galatto",19403,69,348,5,2
"3633","Garath McCleary",115980,72,60,14,1
"3634","Garcia Tena",391038,60,47,45,1
"3635","Gareth Bale",31921,87,52,198,2
"3636","Gareth Barry",23782,79,48,258,1
"3637","Gareth McAuley",32441,75,52,158,1
"3638","Gareth Wardlaw",17711,62,56,14,1
"3639","Garra Dembele",26115,69,47,2,1
"3640","Garry Bocaly",40044,70,58,80,1
"3641","Garry Brady",33915,61,47,53,1
"3642","Garry de Graef",37337,62,49,11,1
"3643","Garry Hay",32696,56,48,98,1
"3644","Garry Kenneth",32458,61,42,94,1
"3645","Garry Mendes Rodrigues",302912,73,53,21,1
"3646","Garry Monk",23377,67,45,24,1
"3647","Garry O'Connor",26559,70,39,26,2
"3648","Garry Wood",22444,55,100,9,1
"3649","Gary Cahill",23783,82,43,233,1
"3650","Gary Caldwell",41071,69,41,150,2
"3651","Gary Coulibaly",5272,67,48,27,1
"3652","Gary Deegan",77664,63,64,18,1
"3653","Gary Dicker",79320,64,60,12,1
"3654","Gary Fisher",257695,57,55,4,1
"3655","Gary Fraser",35787,62,50,38,1
"3656","Gary Gardner",282251,67,59,5,1
"3657","Gary Glen",67407,57,49,16,1
"3658","Gary Harkins",37774,66,59,105,1
"3659","Gary Hooper",35905,74,57,84,2
"3660","Gary Irvine",109147,64,54,78,1
"3661","Gary Kagelmacher",57078,69,58,71,3
"3662","Gary Mackay-Steven",243160,69,48,107,1
"3663","Gary Mason",32503,61,62,57,1
"3664","Gary McDonald",33553,60,43,106,1
"3665","Gary McSheffrey",36802,60,50,1,1
"3666","Gary Medel",49970,81,42,172,3
"3667","Gary Miller",39079,63,57,59,1
"3668","Gary Naysmith",23999,61,57,7,1
"3669","Gary Neville",30615,76,43,31,1
"3670","Gary O'Neil",24393,70,57,70,1
"3671","Gary Oliver",469523,54,37,1,1
"3672","Gary Taylor-Fletcher",23464,67,36,27,1
"3673","Gary Teale",24839,61,50,51,1
"3674","Gary Warren",35751,66,60,124,1
"3675","Gary Woods",168673,65,324,11,1
"3676","Gaston Brugman",267260,68,54,10,1
"3677","Gaston Pereiro",441883,75,54,14,1
"3678","Gaston Ramirez",190872,77,51,73,2
"3679","Gaston Sangoy",106600,68,62,13,1
"3680","Gaston Sauro",169806,68,54,26,1
"3681","Gaston Silva",315460,70,49,14,1
"3682","Gato Silva",50027,72,51,45,2
"3683","Gauthier Diafutua",39157,54,124,4,1
"3684","Gautier Lloris",420731,63,59,1,1
"3685","Gavin Gunning",162548,65,62,111,1
"3686","Gavin Hoyte",105826,60,56,1,1
"3687","Gavin McCann",23784,71,38,35,1
"3688","Gavin Morrison",170356,56,45,8,1
"3689","Gavin Rae",32866,64,61,45,1
"3690","Gavin Reilly",209815,59,51,9,1
"3691","Gavin Skelton",17568,61,53,50,1
"3692","Geert Arend Roorda",110139,65,54,26,1
"3693","Geert De Vlieger",31226,65,329,10,1
"3694","Gege",419791,68,53,57,1
"3695","Geir Ludvig Fevang",24621,64,47,7,1
"3696","Gelson Fernandes",42119,76,56,175,6
"3697","Gelson",575225,75,43,10,1
"3698","Genaro Snijders",164209,62,59,17,1
"3699","Genc Mehmeti",42287,54,124,18,1
"3700","Genero Zeefuik",101589,65,54,46,1
"3701","Genki Haraguchi",166452,74,56,39,1
"3702","Genki Omae",116603,68,55,2,1
"3703","Gennaro Bracigliano",26233,61,307,67,1
"3704","Gennaro Delvecchio",39533,64,61,51,1
"3705","Gennaro Gattuso",30721,78,39,88,2
"3706","Gennaro Iezzo",42042,71,359,14,1
"3707","Gennaro Sardo",39273,66,52,121,1
"3708","Genseric Kusunga",67329,65,48,26,2
"3709","Geoff Cameron",119541,76,53,114,1
"3710","Geoffrey Cabeke",149206,60,54,10,1
"3711","Geoffrey Castillion",243422,63,62,34,1
